codigo,nome,marca,linha,descricao_atual,descricao_proposta,diferenciais_propostos,beneficios_site,indicado_para,dados_tecnicos,qualidade_descricao,fonte_descricao,fonte_diferenciais,confianca_descricao,confianca_diferenciais,status_revisao,observacao
3033,Totokinha Bolinha Rosa,playmi,PLAY&RIDE,,"A Totokinha Bolinha Rosa combina mobilidade com estímulo sensorial, tornando a experiência ainda mais divertida e envolvente.",Acompanha bolinha | Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Estimula equilíbrio e coordenação motora grossa | Incentiva mobilidade ativa | Proporciona estímulo sensorial adicional | Desenvolve confiança corporal | Torna a brincadeira mais interativa,Crianças + 18 meses em fase de desenvolvimento motor ativo.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha Bolinha 
2 Bolinhas
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=9789648413033-5 | produto_mm=498x283x316 | caixa=2un/4.96kg | peso=1.393kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-bolinha-rosa/,https://cardosotoys.com.br/playmi/produtos/totokinha-bolinha-rosa/,CONFIRMADO,CONFIRMADO,PENDENTE,
3034,Totokinha Bolinha Azul,playmi,PLAY&RIDE,,A Totokinha Bolinha Azul é ideal para transformar os primeiros movimentos em uma experiência dinâmica e divertida.,Acompanha bolinha | Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Desenvolve equilíbrio e coordenação motora grossa | Estimula força nas pernas | Incentiva mobilidade independente | Proporciona estímulo sensorial | Auxilia no desenvolvimento da autonomia,Crianças + 18 meses em desenvolvimento da coordenação motora e equilíbrio.,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha Bolinha 
2 Bolinhas
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=9789648413034-2 | produto_mm=498x283x316 | caixa=2un/4.96kg | peso=1.393kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-bolinha-azul/,https://cardosotoys.com.br/playmi/produtos/totokinha-bolinha-azul/,CONFIRMADO,CONFIRMADO,PENDENTE,
3038,Miniaturas Galinha Pintadinha,playmi,PLAY&COLLECT,,As Miniaturas Galinha Pintadinha são perfeitas para ampliar o universo da criança com os personagens que fazem parte do seu dia a dia.,Dedoches | Medida aproximada – 6cm,Conjunto com 5 miniaturas | Estimula imaginação e criação de histórias | Desenvolve coordenação motora fina | Ideal para brincar e colecionar | Produzido em vinil resistente,"Crianças + 3 anos que gostam de personagens musicais, histórias animadas e brincadeiras criativas com múltiplas figuras.",material=Vinil | cor=Colorido | genero=Unissex | idade=+ 3 anos | conteudo_caixa=5 Miniaturas de vinil Galinha Pintadinha | ncm=9503.00.80 | cst=000 | dun=2789648413013-8 | produto_mm=210x65x145 | caixa=6un/0.782kg | peso=0.04kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/miniaturas-galinha-pintadinha/,https://cardosotoys.com.br/playmi/produtos/miniaturas-galinha-pintadinha/,CONFIRMADO,CONFIRMADO,PENDENTE,
3045,Totoka Plus sem Eletrônico Rosa,playmi,PLAY&RIDE,,A Totoka Plus Sem Eletrônico Rosa é uma montaria infantil projetada para acompanhar a criança na fase de transição entre ser conduzida e conduzir seus próprios movimentos.,Estimula o equilíbrio | Haste e apoios removíveis | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Estimula coordenação motora grossa | Incentiva autonomia progressiva | Permite acompanhamento do adulto | Desenvolve equilíbrio e força nas pernas | Ideal para fase de transição motora,Crianças + 18 meses em desenvolvimento da mobilidade e autonomia.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totoka 
1 haste para empurrar
1 apoio de braço
1 par de apoio para os pés | ncm=9503.00.10 | cst=500 | dun=9789648413045-8 | produto_mm=495x250x348 | caixa=2un/6.405kg | peso=2.055kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totoka-plus-sem-eletronico-rosa/,https://cardosotoys.com.br/playmi/produtos/totoka-plus-sem-eletronico-rosa/,CONFIRMADO,CONFIRMADO,PENDENTE,
3046,Totoka Plus sem Eletrônico Azul,playmi,PLAY&RIDE,,A Totoka Plus Sem Eletrônico Azul é ideal para estimular mobilidade com segurança.,Estimula o equilíbrio | Haste e apoios removíveis | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Desenvolve equilíbrio e coordenação motora grossa | Permite uso assistido | Incentiva independência gradual | Estimula força muscular | Proporciona segurança na mobilidade,Crianças + 18 meses em fase de transição para mobilidade independente.,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totoka 
1 haste para empurrar
1 apoio de braço
1 par de apoio para os pés | ncm=9503.00.10 | cst=500 | dun=9789648413046-5 | produto_mm=495x250x348 | caixa=2un/6.405kg | peso=2.055kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totoka-plus-sem-eletronico-azul/,https://cardosotoys.com.br/playmi/produtos/totoka-plus-sem-eletronico-azul/,CONFIRMADO,CONFIRMADO,PENDENTE,
3048,Boneco de Vinil Fred,playmi,PLAY&COLLECT,,O Boneco de Vinil Fred é perfeito para enriquecer o universo do faz de conta na primeira infância.,Para brincar no banho,Estimula imaginação e criação de histórias | Desenvolve coordenação motora fina | Incentiva interação e vínculo afetivo | Material em vinil fácil de manusear | Ideal para primeira infância,"Crianças + 18 meses que estão desenvolvendo habilidades motoras, criatividade e interação por meio do brincar.",material=Vinil | cor=Vermelho | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Boneco de Vinil Fred | ncm=9503.00.39 | cst=000 | dun=2789648413048-0 | produto_mm=110x95x90 | caixa=6un/1.278kg | peso=0.09kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-fred/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-fred/,CONFIRMADO,CONFIRMADO,PENDENTE,
3049,Boneco de Vinil Sonequita,playmi,PLAY&COLLECT,,O Boneco de Vinil Sonequita é ideal para enriquecer o universo do faz de conta na primeira infância.,Para brincar no banho,Estimula imaginação e narrativa | Desenvolve coordenação motora fina | Incentiva vínculo afetivo e interação | Material em vinil fácil de manusear | Ideal para primeira infância,"Crianças + 18 meses que estão desenvolvendo habilidades motoras, criatividade e interação social por meio do brincar",material=Vinil | cor=Verde | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Boneco de Vinil Sonequita | ncm=9503.00.39 | cst=000 | dun=2789648413049-7 | produto_mm=92x92x82 | caixa=6un/1.42kg | peso=0.1kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-sonequita/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-sonequita/,CONFIRMADO,CONFIRMADO,PENDENTE,
3050,Boneco de Vinil Pocoyo Grande,playmi,PLAY&COLLECT,,O Boneco de Vinil Pocoyo Grande é a versão ampliada do personagem que conquista gerações.,Brinquedo articulado | Medida aproximada - 28cm,Tamanho grande que amplia a experiência da brincadeira | Estimula imaginação e criação de histórias | Desenvolve coordenação motora fina | Incentiva vínculo afetivo com personagem | Material em vinil macio e resistente,"Crianças + 18 meses que estão desenvolvendo habilidades motoras, interação social e imaginação por meio do brincar com personagens.",material=Vinil | cor=Azul | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Boneco de Vinil Pocoyo | ncm=9503.00.39 | cst=0 | dun=1789648413050-6 | produto_mm=120x120x280 | caixa=4un/2.8kg | peso=0.4kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pocoyo-grande/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pocoyo-grande/,CONFIRMADO,CONFIRMADO,PENDENTE,
3051,Boneco de Vinil Elly Grande,playmi,PLAY&COLLECT,,O Boneco de Vinil Elly Grande é a versão ampliada da personagem que encanta crianças com seu universo lúdico e delicado.,Brinquedo articulado | Medida aproximada - 28cm,Versão grande que amplia a experiência da brincadeira | Estimula imaginação e narrativa | Desenvolve coordenação motora fina | Incentiva vínculo afetivo com personagem | Material em vinil macio e resistente,"Crianças + 18 meses que estão desenvolvendo habilidades motoras, criatividade e interação por meio do brincar com personagens.",material=Vinil | cor=Rosa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Boneco de Vinil Elly | ncm=9503.00.39 | cst=0 | dun=1789648413051-3 | produto_mm=120x120x290 | caixa=4un/2.8kg | peso=0.51kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-elly-grande/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-elly-grande/,CONFIRMADO,CONFIRMADO,PENDENTE,
3052,Boneco de Vinil Pato Grande,playmi,PLAY&COLLECT,,O Boneco de Vinil Pato Grande é a versão ampliada do personagem que traz ainda mais presença e diversão para o universo do faz de conta.,Brinquedo articulado | Medida aproximada - 28cm,Versão grande que amplia a experiência da brincadeira | Estimula imaginação e criação de histórias | Desenvolve coordenação motora fina | Incentiva vínculo afetivo com personagem | Material em vinil macio e resistente,"Crianças + 18 meses que estão desenvolvendo habilidades motoras, imaginação e interação social por meio do brincar com personagens.",material=Vinil | cor=Amarelo | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Boneco de Vinil Pato | ncm=9503.00.39 | cst=0 | dun=1789648413052-0 | produto_mm=120x120x290 | caixa=4un/2.8kg | peso=0.275kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pato-grande/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pato-grande/,CONFIRMADO,CONFIRMADO,PENDENTE,
3053,Mesinha de Atividades Rosa Caixa Individual,tópi,PRIMEIRA INFÂNCIA,,,,,,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Mesinha de atividades
4 formas geométricas
5 letras
5 números
3 engrenagens | ncm=9503.00.80 | cst=000 | dun=X | produto_mm=348x348x390 | caixa=1un/1.515kg | peso=1.05kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
3054,Mesinha de Atividades Azul Caixa Indivudual,tópi,PRIMEIRA INFÂNCIA,,,,,,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Mesinha de atividades
4 formas geométricas
5 letras
5 números
3 engrenagens | ncm=9503.00.80 | cst=000 | dun=X | produto_mm=348x348x390 | caixa=1un/1.515kg | peso=1.05kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
3055,Bauduxo Didatico Rosa sem Embalagem,tópi,PRIMEIRA INFÂNCIA,,O Bauduxo Didatico Rosa Sem Embalagem é um brinquedo educativo desenvolvido para estimular o aprendizado na fase da primeira infância.,,Estimula reconhecimento numérico | Desenvolve coordenação motora fina | Incentiva aprendizado inicial de números | Trabalha percepção visual | Ideal para primeira infância,Crianças + 18 meses que estão iniciando o contato com números e desenvolvendo,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Bauduxo didático 
5 números | ncm=9503.00.80 | cst=000 | dun=1789648413055-1 | produto_mm=305x285x360 | caixa=4un/4.26kg | peso=0.935kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/bauduxo-didatico-rosa-sem-embalagem/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3056,Bauduxo Didatico Azul sem Embalagem,tópi,PRIMEIRA INFÂNCIA,,"O Bauduxo Didatico Azul Sem Embalagem é um brinquedo educativo pensado para a fase da primeira infância, estimulando o aprendizado numérico de forma prática e interativa.",,Estimula reconhecimento de números | Desenvolve coordenação motora fina | Incentiva aprendizado inicial | Trabalha percepção visual | Ideal para primeira infância,Crianças + 18 meses que estão iniciando o contato com números e desenvolvendo habilidades motoras e cognitivas por meio de atividades didáticas.,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Bauduxo didático 
5 números | ncm=9503.00.80 | cst=000 | dun=1789648413056-8 | produto_mm=305x285x360 | caixa=4un/4.26kg | peso=0.935kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/bauduxo-didatico-azul-sem-embalagem/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3057,Tópi Bombeirinho,tópi,PRIMEIRA INFÂNCIA,,"O Tópi Bombeirinho é um carrinho didático inspirado no universo dos bombeiros, ideal para estimular o aprendizado e a imaginação desde a primeira infância.",,Estimula coordenação motora | Desenvolve raciocínio lógico | Incentiva criatividade e faz de conta | Engrenagens interativas,,"material=Plástico | cor=Vermelho | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 caminhão Tópi Bombeirinho
3 peças temáticas
3 engrenagens | ncm=9503.00.80 | cst=000 | dun=2789648413057-2 | produto_mm=350x210x235 | caixa=6un/5.04kg | peso=0.642kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-bombeirinho/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3058,Tópi Escolar,tópi,PRIMEIRA INFÂNCIA,,O Tópi Escolar é um carrinho didático desenvolvido para estimular o aprendizado na primeira infância.,,Estimula reconhecimento de formas e números | Desenvolve coordenação motora fina | Incentiva raciocínio lógico | Promove aprendizado lúdico,,"material=Plástico | cor=Amarelo | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 caminhão Tópi Escolar
4 formas geométricas
5 números | ncm=9503.00.80 | cst=000 | dun=2789648413058-9 | produto_mm=350x210x235 | caixa=6un/5.16kg | peso=0.642kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-escolar/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3059,Tópi Sabidinho Plus,tópi,PRIMEIRA INFÂNCIA,,O Tópi Sabidinho Plus é um carrinho didático desenvolvido para estimular o aprendizado na primeira infância de forma divertida e interativa.,,Estimula coordenação motora fina | Desenvolve raciocínio lógico | Incentiva reconhecimento de formas | Promove aprendizado lúdico,Crianças a partir de 18 meses que estão iniciando o desenvolvimento cognitivo através de brinquedos educativos e interativos.,"material=Plástico | cor=Vermelho | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 caminhão Tópi Sabidinho Plus 
4 formas geométricas
3 blocos | ncm=9503.00.80 | cst=000 | dun=2789648413059-6 | produto_mm=350x210x235 | caixa=6un/5.742kg | peso=0.75kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-sabidinho-plus/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3063,Totokinha Pocoyo com Boneco,playmi,PLAY&COLLECT,,"A Totokinha Pocoyo com Boneco é um brinquedo completo para a fase dos primeiros passos, unindo mobilidade, diversão e aprendizado em um único produto.",Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina | Vem com cestinha e boneco,Auxilia no desenvolvimento dos primeiros passos | Estimula coordenação motora grossa e fina | Possui formas geométricas para encaixe | Acompanha boneco de vinil | Incentiva autonomia e equilíbrio | Brinquedo multifuncional para movimento e aprendizado,"Crianças + 18 meses que estão na fase de desenvolvimento da mobilidade, equilíbrio e coordenação, explorando movimentos e interações por meio do brincar ativo.","material=Vinil | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
1 cestinha
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | cst=500 | dun=9789648413063-2 | produto_mm=510x283x316 | caixa=2un/4.84kg | peso=1.393kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-pocoyo-com-boneco/,https://cardosotoys.com.br/playmi/produtos/totokinha-pocoyo-com-boneco/,CONFIRMADO,CONFIRMADO,PENDENTE,
3064,Boneco de Pelúcia Pocoyo,playmi,PLAY&COLLECT,,O Boneco de Pelúcia Pocoyo é ideal para acompanhar o bebê desde os primeiros meses de vida.,,Ideal para bebês a partir de + 2 meses | Material macio e confortável | Estimula desenvolvimento sensorial | Incentiva vínculo afetivo | Leve e fácil de segurar,"Bebês + 2 meses que estão na fase de desenvolvimento sensorial, percepção tátil e construção de vínculo afetivo com objetos macios e seguros.",material=Pelúcia | cor=Azul | genero=Unissex | idade=+ 2 meses | conteudo_caixa=1 boneco de pelúcia Pocoyo | ncm=9503.00.31 | dun=2789648413064-0 | produto_mm=130x200x350 | caixa=6un/1.62kg | peso=0.18kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-pelucia-pocoyo/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3065,Boneco de Pelúcia e Vinil Pocoyo,playmi,PLAY&COLLECT,,O Boneco de Pelúcia e Vinil Pocoyo combina duas experiências em um único brinquedo: a maciez da pelúcia com a estrutura firme do vinil.,,Combinação de pelúcia macia e vinil resistente | Estimula desenvolvimento sensorial | Incentiva imaginação e faz de conta | Desenvolve coordenação motora fina | Ideal para fase de transição da primeira infância,"Crianças + 12 meses que estão desenvolvendo percepção tátil, coordenação e iniciando brincadeiras mais interativas com personagens.",material=Pelúcia/Vinil | cor=Azul | genero=Unissex | idade=+ 12 meses | conteudo_caixa=1 boneco de pelúcia e vinil Pocoyo | ncm=9503.00.31 | dun=1789648413065-0 | produto_mm=130x200x350 | caixa=4un/2.74kg | peso=0.18kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-pelucia-e-vinil-pocoyo/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3066,Totokinha Sport Rosa,playmi,PLAY&RIDE,,"A Totokinha Sport Rosa possui design moderno e perfil esportivo, ideal para crianças que já demonstram maior firmeza nos movimentos.",Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Estimula equilíbrio dinâmico | Desenvolve coordenação motora grossa | Incentiva mobilidade ativa | Fortalece musculatura das pernas | Design esportivo atrativo,Crianças + 18 meses com desenvolvimento motor em evolução.,"material=Plástico | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha Sport
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=9789648413066-3 | produto_mm=498x283x316 | caixa=2un/4.96kg | peso=1.24kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-sport-rosa/,https://cardosotoys.com.br/playmi/produtos/totokinha-sport-rosa/,CONFIRMADO,CONFIRMADO,PENDENTE,
3067,Totokinha Sport Azul,playmi,PLAY&RIDE,,A Totokinha Sport Azul foi desenvolvida para crianças que já apresentam maior controle corporal e gostam de mobilidade mais ativa.,Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina,Desenvolve equilíbrio e coordenação | Incentiva independência | Estimula mobilidade ativa | Fortalece pernas | Ideal para crianças mais ativas,Crianças + 18 meses com maior controle motor.,"material=Plástico | cor=Azul | genero=Menino | idade=+ 18 meses | conteudo_caixa=1 Totokinha Sport
4 formas geométricas | ncm=9503.00.10 | cst=000 | dun=9789648413067-0 | produto_mm=498x283x316 | caixa=2un/4.96kg | peso=1.24kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-sport-azul/,https://cardosotoys.com.br/playmi/produtos/totokinha-sport-azul/,CONFIRMADO,CONFIRMADO,PENDENTE,
3068,Totokinha Elly com Boneco,playmi,PLAY&COLLECT,,"A Totokinha Elly com Boneco é um brinquedo completo para a fase dos primeiros passos, unindo mobilidade, aprendizado e o universo encantador da personagem Elly.",Estimula o equilíbrio | Formas Geométricas | Marcha e chave crec-crec | Porta-malas abre e fecha | Possui buzina | Vem com cestinha e boneco,Auxilia no desenvolvimento dos primeiros passos | Estimula coordenação motora grossa e fina | Possui formas geométricas para encaixe | Acompanha boneco de vinil | Incentiva autonomia e equilíbrio | Suporta até 40 kg,"Crianças + 18 meses que estão desenvolvendo mobilidade, equilíbrio e coordenação, explorando movimento ativo aliado ao faz de conta com personagens.","material=Vinil | cor=Rosa | genero=Menina | idade=+ 18 meses | conteudo_caixa=1 Totokinha 
1 cestinha
4 formas geométricas
1 boneco de vinil | ncm=9503.00.10 | dun=9789648413068-7 | produto_mm=510x283x316 | caixa=2un/4.84kg | peso=1.393kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/totokinha-elly-com-boneco/,https://cardosotoys.com.br/playmi/produtos/totokinha-elly-com-boneco/,CONFIRMADO,CONFIRMADO,PENDENTE,
3078,Mipuxa Rosa,tópi,PRIMEIRA INFÂNCIA,,O Mipuxa Rosa é um carrinho didático desenvolvido para acompanhar a fase de descobertas da primeira infância.,,Estimula coordenação motora grossa | Desenvolve coordenação motora fina | Incentiva reconhecimento de formas | Auxilia no desenvolvimento cognitivo | Ideal para primeira infância,"Crianças + 18 meses que estão desenvolvendo habilidades motoras, percepção espacial e aprendizado por meio de atividades didáticas.","material=Plástico | cor=Azul ou Rosa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 Mipuxa
4 formas geométricas | ncm=9503.00.80 | cst=000 | dun=2789648413078-7 | produto_mm=312x255x170 | caixa=6un/5.46kg | peso=0.58kg",ESPECIFICA,https://cardosotoys.com.br/topi/produtos/mipuxa-rosa/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
3079,Boneco de Vinil Temático Pocoyo Frankenstein,playmi,PLAY&COLLECT,,,,,,"material=Vinil | cor=Colorido | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 boneco de vinil Pocoyo temático
1 base de plástico | ncm=9503.00.22 | dun=1789648413079-7 | produto_mm=115x115x190 | caixa=4un/1.48kg | peso=0.191kg",,(sem fonte),(sem fonte),NAO_ENCONTRADO,NAO_ENCONTRADO,PENDENTE,
3080,Boneco de Vinil Temático Pocoyo Príncipe,playmi,PLAY&COLLECT,,"O Boneco de Vinil Temático Pocoyo Príncipe traz uma versão especial do personagem em traje de príncipe, ampliando o universo do faz de conta com fantasia e criatividade.",Base removível,Versão temática diferenciada do personagem | Estimula imaginação e narrativa criativa | Ideal para colecionar | Acompanha base para apoio | Produzido em vinil resistente,"Crianças + 18 meses que gostam de personagens, histórias encantadas e brincadeiras criativas com versões temáticas.","material=Vinil | cor=Colorido | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 boneco de vinil Pocoyo temático
1 base de plástico | ncm=9503.00.22 | dun=1789648413080-3 | produto_mm=115x115x190 | caixa=4un/1.48kg | peso=0.158kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pocoyo-principe/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pocoyo-principe/,CONFIRMADO,CONFIRMADO,PENDENTE,
3081,Boneco de Vinil Temático Pocoyo Super Herói,playmi,PLAY&COLLECT,,O Boneco de Vinil Temático Pocoyo Super Herói transforma o personagem em um verdadeiro defensor da imaginação.,Base removível,Versão temática Super Herói | Estimula imaginação e histórias de aventura | Ideal para colecionar | Acompanha base para apoio | Produzido em vinil resistente,Crianças + 18 meses que gostam de personagens de super-herói e brincadeiras criativas com temas de ação e aventura.,"material=Vinil | cor=Colorido | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 boneco de vinil Pocoyo temático
1 base de plástico | ncm=9503.00.22 | dun=1789648413081-0 | produto_mm=115x115x215 | caixa=4un/1.48kg | peso=0.18kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pocoyo-super-heroi/,https://cardosotoys.com.br/playmi/produtos/boneco-de-vinil-pocoyo-super-heroi/,CONFIRMADO,CONFIRMADO,PENDENTE,
3082,Fofilhotes Trenzinho,playmi,PLAY&LEARN,,O Fofilhotes Trenzinho foi desenvolvido para acompanhar as primeiras aventuras da criança com segurança segura.,Com boneco de vinil | Possui buzina | Sobe e desce quando anda,,,"material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 trenzinho
1 animal de vinil | ncm=9503.00.80 | dun=2789648413082-4 | produto_mm=211x168x172 | caixa=6un/4.35kg | peso=0.415kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-trezinho/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-trezinho/,CONFIRMADO,CONFIRMADO,PENDENTE,
3083,Fofilhotes Trenzinho com Carretinha,playmi,PLAY&LEARN,,O Fofilhotes Trenzinho com Carretinha foi desenvolvido para acompanhar as primeiras aventuras da criança de forma divertida e segura.,Com boneco de vinil | Letras | Possui buzina | Sobe e desce quando anda,,,"material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 trenzinho
1 animal de vinil
1 carretinha com tampa 
5 letras | ncm=9503.00.80 | dun=1789648413083-4 | produto_mm=408x168x172 | caixa=4un/4.44kg | peso=0.65kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-trenzinho-com-carretinha/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-trenzinho-com-carretinha/,CONFIRMADO,CONFIRMADO,PENDENTE,
3084,Fofilhotes Ônibus,playmi,PLAY&LEARN,,O Fofilhotes Ônibus foi desenvolvido para transformar a brincadeira em uma viagem cheia de imaginação e descobertas.,Com boneco de vinil | Sobe e desce quando anda,,,"material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 ônibus
2 animais de vinil | ncm=9503.00.80 | dun=2789648413084-8 | produto_mm=252x157x212 | caixa=6un/5.1kg | peso=0.65kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-onibus/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-onibus/,CONFIRMADO,CONFIRMADO,PENDENTE,
3085,Fofilhotes Ônibus com Carretinha,playmi,PLAY&LEARN,,O Fofilhotes Ônibus com Carretinha foi criado para transformar a brincadeira em uma jornada cheia de descobertas.,Acompanha blocos | Com boneco de vinil | Sobe e desce quando anda,,"Crianças a partir de 18 meses que estão na fase de exploração ativa, aprendendo a empurrar, puxar, encaixar e criar narrativas simples.","material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 ônibus
2 animais de vinil
1 carretinha com tampa 
4 blocos de montar | ncm=9503.00.80 | dun=1789648413085-8 | produto_mm=447x164x212 | caixa=4un/5.08kg | peso=0.83kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-onibus-com-carretinha/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-onibus-com-carretinha/,CONFIRMADO,CONFIRMADO,PENDENTE,
3086,Fofilhotes Jipinho,playmi,PLAY&LEARN,,O Fofilhotes Jipinho foi criado para acompanhar as primeiras descobertas da infância com estímulo e segurança.,Com boneco de vinil | Possui buzina | Sobe e desce quando anda,,Crianças a partir de 18 meses que estão desenvolvendo controle motor e iniciando interações imaginativas.,"material=Plástico/Vinil | cor=Cor diversa | genero=Unissex | idade=+ 18 meses | conteudo_caixa=1 jipinho
1 animal de vinil | ncm=9503.00.80 | dun=2789648413086-2 | produto_mm=208x168x172 | caixa=6un/4.41kg | peso=0.425kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofilhotes-jipinho/,https://cardosotoys.com.br/playmi/produtos/fofilhotes-jipinho/,CONFIRMADO,CONFIRMADO,PENDENTE,
